"date","ID","GDP_gap"
"LV-2005-07-01","2005-07-01","LV",34624555.3444693
"LV-2005-10-01","2005-10-01","LV",33810140.1591681
"LV-2006-01-01","2006-01-01","LV",32983261.5290121
"LV-2006-04-01","2006-04-01","LV",32147418.0206518
"LV-2006-07-01","2006-07-01","LV",31302866.6128506
"LV-2006-10-01","2006-10-01","LV",30451677.1415441
"LV-2007-01-01","2007-01-01","LV",29594494.6126647
"LV-2007-04-01","2007-04-01","LV",28733202.3422255
"LV-2007-07-01","2007-07-01","LV",27868993.2622318
"LV-2007-10-01","2007-10-01","LV",27002444.0000847
"LV-2008-01-01","2008-01-01","LV",26136116.3511092
"LV-2008-04-01","2008-04-01","LV",25269050.4512701
"LV-2008-07-01","2008-07-01","LV",24403438.3244933
"LV-2008-10-01","2008-10-01","LV",23540705.713132
"LV-2009-01-01","2009-01-01","LV",22681098.8868016
"LV-2009-04-01","2009-04-01","LV",21825296.2479794
"LV-2009-07-01","2009-07-01","LV",20974637.376337
"LV-2009-10-01","2009-10-01","LV",20130625.8196946
"LV-2010-01-01","2010-01-01","LV",19292760.5058569
"LV-2010-04-01","2010-04-01","LV",18461785.6398669
"LV-2010-07-01","2010-07-01","LV",17638320.2748926
"LV-2010-10-01","2010-10-01","LV",16823156.1706918
"LV-2011-01-01","2011-01-01","LV",16016503.4281716
"LV-2011-04-01","2011-04-01","LV",15219084.71438
"LV-2011-07-01","2011-07-01","LV",14430657.3991606
"LV-2011-10-01","2011-10-01","LV",13651491.613187
"LV-2012-01-01","2012-01-01","LV",12882560.826197
"LV-2012-04-01","2012-04-01","LV",12123392.0698396
"LV-2012-07-01","2012-07-01","LV",11374918.1490966
"LV-2012-10-01","2012-10-01","LV",10636945.4071217
"LV-2013-01-01","2013-01-01","LV",9909900.34422721
"LV-2013-04-01","2013-04-01","LV",9193707.24738765
"LV-2013-07-01","2013-07-01","LV",8488866.48409389
"LV-2013-10-01","2013-10-01","LV",7795166.74190527
"LV-2014-01-01","2014-01-01","LV",7112617.07536614
"LV-2014-04-01","2014-04-01","LV",6441608.37174859
"LV-2014-07-01","2014-07-01","LV",5782025.15437952
"LV-2014-10-01","2014-10-01","LV",5133959.17488087
"LV-2015-01-01","2015-01-01","LV",4497405.23740838
"LV-2015-04-01","2015-04-01","LV",3872522.75948122
"LV-2015-07-01","2015-07-01","LV",3259057.05144105
"LV-2015-10-01","2015-10-01","LV",2656788.6689947
"LV-2016-01-01","2016-01-01","LV",2066323.88327125
"LV-2016-04-01","2016-04-01","LV",1486951.63302473
"LV-2016-07-01","2016-07-01","LV",919167.396329431
"LV-2016-10-01","2016-10-01","LV",363010.682784807
"LV-2017-01-01","2017-01-01","LV",-181778.27981126
"LV-2017-04-01","2017-04-01","LV",-715300.141591433
"LV-2017-07-01","2017-07-01","LV",-1237651.29329186
"LV-2017-10-01","2017-10-01","LV",-1748811.49399371
"LV-2018-01-01","2018-01-01","LV",-2248488.10460535
"LV-2018-04-01","2018-04-01","LV",-2737076.50591896
"LV-2018-07-01","2018-07-01","LV",-3214533.68363364
"LV-2018-10-01","2018-10-01","LV",-3680990.00646398
"LV-2019-01-01","2019-01-01","LV",-4136584.72048919
"LV-2019-04-01","2019-04-01","LV",-4580791.21955452
"LV-2019-07-01","2019-07-01","LV",-5013879.62487133
"MX-1999-01-01","1999-01-01","MX",5444901.14341243
"MX-1999-04-01","1999-04-01","MX",5096562.21289406
"MX-1999-07-01","1999-07-01","MX",4785861.88660556
"MX-1999-10-01","1999-10-01","MX",4511959.49814937
"MX-2000-01-01","2000-01-01","MX",4339886.81857518
"MX-2000-04-01","2000-04-01","MX",4157154.25720191
"MX-2000-07-01","2000-07-01","MX",3892554.15646548
"MX-2000-10-01","2000-10-01","MX",3471562.57599199
"MX-2001-01-01","2001-01-01","MX",3152980.58705812
"MX-2001-04-01","2001-04-01","MX",2760915.00090697
"MX-2001-07-01","2001-07-01","MX",2453509.31740104
"MX-2001-10-01","2001-10-01","MX",2099475.68773932
"MX-2002-01-01","2002-01-01","MX",1739604.97741791
"MX-2002-04-01","2002-04-01","MX",1560682.77401209
"MX-2002-07-01","2002-07-01","MX",1371200.08611455
"MX-2002-10-01","2002-10-01","MX",1150323.92223657
"MX-2003-01-01","2003-01-01","MX",934761.693840846
"MX-2003-04-01","2003-04-01","MX",721663.182204793
"MX-2003-07-01","2003-07-01","MX",495298.212733178
"MX-2003-10-01","2003-10-01","MX",401443.117636518
"MX-2004-01-01","2004-01-01","MX",345640.635678865
"MX-2004-04-01","2004-04-01","MX",352547.265074827
"MX-2004-07-01","2004-07-01","MX",150837.067483371
"MX-2004-10-01","2004-10-01","MX",123854.736598878
"MX-2005-01-01","2005-01-01","MX",-21520.1055456419
"MX-2005-04-01","2005-04-01","MX",-140777.13806837
"MX-2005-07-01","2005-07-01","MX",-174888.075295894
"MX-2005-10-01","2005-10-01","MX",-115579.680735391
"MX-2006-01-01","2006-01-01","MX",-21274.7183351894
"MX-2006-04-01","2006-04-01","MX",-13901.7509376572
"MX-2006-07-01","2006-07-01","MX",-83769.4673013175
"MX-2006-10-01","2006-10-01","MX",-156816.158643778
"MX-2007-01-01","2007-01-01","MX",-156473.658726463
"MX-2007-04-01","2007-04-01","MX",-139242.180376459
"MX-2007-07-01","2007-07-01","MX",-131127.920521249
"MX-2007-10-01","2007-10-01","MX",-144024.794586585
"MX-2008-01-01","2008-01-01","MX",-247181.177455059
"MX-2008-04-01","2008-04-01","MX",-176386.770878889
"MX-2008-07-01","2008-07-01","MX",-178778.097676332
"MX-2008-10-01","2008-10-01","MX",-426609.455738071
"MX-2009-01-01","2009-01-01","MX",-1127615.64492939
"MX-2009-04-01","2009-04-01","MX",-1337510.22701726
"MX-2009-07-01","2009-07-01","MX",-943721.090418694
"MX-2009-10-01","2009-10-01","MX",-723109.02933059
"MX-2010-01-01","2010-01-01","MX",-575570.508428063
"MX-2010-04-01","2010-04-01","MX",-425374.253009431
"MX-2010-07-01","2010-07-01","MX",-282791.093487685
"MX-2010-10-01","2010-10-01","MX",-142352.06500598
"MX-2011-01-01","2011-01-01","MX",3878.52206004027
"MX-2011-04-01","2011-04-01","MX",107345.199373594
"MX-2011-07-01","2011-07-01","MX",421900.892976555
"MX-2011-10-01","2011-10-01","MX",579007.974998603
"MX-2012-01-01","2012-01-01","MX",722567.498795252
"MX-2012-04-01","2012-04-01","MX",920312.037952317
"MX-2012-07-01","2012-07-01","MX",1088175.72064654
"MX-2012-10-01","2012-10-01","MX",1294116.7968529
"MX-2013-01-01","2013-01-01","MX",1435675.22116937
"MX-2013-04-01","2013-04-01","MX",1434768.28215062
"MX-2013-07-01","2013-07-01","MX",1677980.78043452
"MX-2013-10-01","2013-10-01","MX",1868442.23842163
"MX-2014-01-01","2014-01-01","MX",2080998.17515322
"MX-2014-04-01","2014-04-01","MX",2391854.26206386
"MX-2014-07-01","2014-07-01","MX",2575975.11578351
"MX-2014-10-01","2014-10-01","MX",2877648.00741388
"MX-2015-01-01","2015-01-01","MX",3104246.11699091
"MX-2015-04-01","2015-04-01","MX",3410420.01450805
"MX-2015-07-01","2015-07-01","MX",3746631.26539235
"MX-2015-10-01","2015-10-01","MX",3895790.16101598
"MX-2016-01-01","2016-01-01","MX",4157593.87018188
"MX-2016-04-01","2016-04-01","MX",4401287.1494484
"MX-2016-07-01","2016-07-01","MX",4738758.70377742
"MX-2016-10-01","2016-10-01","MX",5086119.20876319
"MX-2017-01-01","2017-01-01","MX",5363748.88800001
"MX-2017-04-01","2017-04-01","MX",5616571.11873446
"MX-2017-07-01","2017-07-01","MX",5731533.71145145
"MX-2017-10-01","2017-10-01","MX",6079400.73258105
"MX-2018-01-01","2018-01-01","MX",6483068.30905185
"MX-2018-04-01","2018-04-01","MX",6649844.07418051
"MX-2018-07-01","2018-07-01","MX",6933562.34006296
"MX-2018-10-01","2018-10-01","MX",7149233.51410525
"MX-2019-01-01","2019-01-01","MX",7313447.91469282
"MX-2019-04-01","2019-04-01","MX",7525742.40912818
"MX-2019-07-01","2019-07-01","MX",7753690.76176962
"NL-1999-01-01","1999-01-01","NL",-8102701.24021822
"NL-1999-04-01","1999-04-01","NL",-7884513.83091487
"NL-1999-07-01","1999-07-01","NL",-7664508.24773297
"NL-1999-10-01","1999-10-01","NL",-7444254.62590243
"NL-2000-01-01","2000-01-01","NL",-7228532.8694566
"NL-2000-04-01","2000-04-01","NL",-7010750.65165014
"NL-2000-07-01","2000-07-01","NL",-6795503.11907051
"NL-2000-10-01","2000-10-01","NL",-6578827.21612668
"NL-2001-01-01","2001-01-01","NL",-6370359.87678082
"NL-2001-04-01","2001-04-01","NL",-6161428.2535329
"NL-2001-07-01","2001-07-01","NL",-5956409.8258923
"NL-2001-10-01","2001-10-01","NL",-5752792.978254
"NL-2002-01-01","2002-01-01","NL",-5556987.01646052
"NL-2002-04-01","2002-04-01","NL",-5358346.25487005
"NL-2002-07-01","2002-07-01","NL",-5163638.64418072
"NL-2002-10-01","2002-10-01","NL",-4971962.87582083
"NL-2003-01-01","2003-01-01","NL",-4784199.90694129
"NL-2003-04-01","2003-04-01","NL",-4601815.1820439
"NL-2003-07-01","2003-07-01","NL",-4420362.58876979
"NL-2003-10-01","2003-10-01","NL",-4239891.15861368
"NL-2004-01-01","2004-01-01","NL",-4060920.05979081
"NL-2004-04-01","2004-04-01","NL",-3888134.82008536
"NL-2004-07-01","2004-07-01","NL",-3721076.71116064
"NL-2004-10-01","2004-10-01","NL",-3557519.87838848
"NL-2005-01-01","2005-01-01","NL",-3397316.10565395
"NL-2005-04-01","2005-04-01","NL",-3238895.9506512
"NL-2005-07-01","2005-07-01","NL",-3080736.70801095
"NL-2005-10-01","2005-10-01","NL",-2930864.05893737
"NL-2006-01-01","2006-01-01","NL",-2785158.67797541
"NL-2006-04-01","2006-04-01","NL",-2638301.11643801
"NL-2006-07-01","2006-07-01","NL",-2501047.69065547
"NL-2006-10-01","2006-10-01","NL",-2366576.17703313
"NL-2007-01-01","2007-01-01","NL",-2234267.61577648
"NL-2007-04-01","2007-04-01","NL",-2110103.75859005
"NL-2007-07-01","2007-07-01","NL",-1986279.40578299
"NL-2007-10-01","2007-10-01","NL",-1865059.63808231
"NL-2008-01-01","2008-01-01","NL",-1754589.51318069
"NL-2008-04-01","2008-04-01","NL",-1647195.77250253
"NL-2008-07-01","2008-07-01","NL",-1547964.10817962
"NL-2008-10-01","2008-10-01","NL",-1456370.64897692
"NL-2009-01-01","2009-01-01","NL",-1387954.04714347
"NL-2009-04-01","2009-04-01","NL",-1300130.07660982
"NL-2009-07-01","2009-07-01","NL",-1213803.45723082
"NL-2009-10-01","2009-10-01","NL",-1130151.72384767
"NL-2010-01-01","2010-01-01","NL",-1055363.28948365
"NL-2010-04-01","2010-04-01","NL",-980560.503929701
"NL-2010-07-01","2010-07-01","NL",-909561.839456364
"NL-2010-10-01","2010-10-01","NL",-837828.321418601
"NL-2011-01-01","2011-01-01","NL",-773191.349940316
"NL-2011-04-01","2011-04-01","NL",-716640.027994799
"NL-2011-07-01","2011-07-01","NL",-663109.161469583
"NL-2011-10-01","2011-10-01","NL",-616918.403963064
"NL-2012-01-01","2012-01-01","NL",-571710.509162767
"NL-2012-04-01","2012-04-01","NL",-528082.005301076
"NL-2012-07-01","2012-07-01","NL",-490942.756992263
"NL-2012-10-01","2012-10-01","NL",-458855.947391203
"NL-2013-01-01","2013-01-01","NL",-423320.331886316
"NL-2013-04-01","2013-04-01","NL",-394146.801826719
"NL-2013-07-01","2013-07-01","NL",-362998.17477302
"NL-2013-10-01","2013-10-01","NL",-334614.001646696
"NL-2014-01-01","2014-01-01","NL",-313845.1940089
"NL-2014-04-01","2014-04-01","NL",-291475.9254807
"NL-2014-07-01","2014-07-01","NL",-273996.355103736
"NL-2014-10-01","2014-10-01","NL",-254966.731513923
"NL-2015-01-01","2015-01-01","NL",-240532.457267909
"NL-2015-04-01","2015-04-01","NL",-230399.283316183
"NL-2015-07-01","2015-07-01","NL",-222546.453019277
"NL-2015-10-01","2015-10-01","NL",-219198.246221094
"NL-2016-01-01","2016-01-01","NL",-212217.871958637
"NL-2016-04-01","2016-04-01","NL",-211997.810730372
"NL-2016-07-01","2016-07-01","NL",-207696.065536948
"NL-2016-10-01","2016-10-01","NL",-207297.425938577
"NL-2017-01-01","2017-01-01","NL",-211240.620390709
"NL-2017-04-01","2017-04-01","NL",-214300.491213089
"NL-2017-07-01","2017-07-01","NL",-220599.492304791
"NL-2017-10-01","2017-10-01","NL",-227989.641371096
"NL-2018-01-01","2018-01-01","NL",-238110.713855258
"NL-2018-04-01","2018-04-01","NL",-249332.293241241
"NL-2018-07-01","2018-07-01","NL",-264909.743201952
"NL-2018-10-01","2018-10-01","NL",-280104.728115384
"NL-2019-01-01","2019-01-01","NL",-297154.259034505
"NL-2019-04-01","2019-04-01","NL",-315822.209305861
"NL-2019-07-01","2019-07-01","NL",-335112.409092153
"NO-1999-01-01","1999-01-01","NO",1033775.39063208
"NO-1999-04-01","1999-04-01","NO",1010261.41155153
"NO-1999-07-01","1999-07-01","NO",1028542.32313352
"NO-1999-10-01","1999-10-01","NO",1039694.71219234
"NO-2000-01-01","2000-01-01","NO",1045451.07126733
"NO-2000-04-01","2000-04-01","NO",985700.594846844
"NO-2000-07-01","2000-07-01","NO",979100.095767103
"NO-2000-10-01","2000-10-01","NO",951508.951686651
"NO-2001-01-01","2001-01-01","NO",948690.825754693
"NO-2001-04-01","2001-04-01","NO",915487.008195078
"NO-2001-07-01","2001-07-01","NO",913697.849231426
"NO-2001-10-01","2001-10-01","NO",903811.5447792
"NO-2002-01-01","2002-01-01","NO",850389.935190971
"NO-2002-04-01","2002-04-01","NO",867710.322474555
"NO-2002-07-01","2002-07-01","NO",803354.55260394
"NO-2002-10-01","2002-10-01","NO",799265.871658258
"NO-2003-01-01","2003-01-01","NO",769998.316899273
"NO-2003-04-01","2003-04-01","NO",729304.94296412
"NO-2003-07-01","2003-07-01","NO",732128.569176052
"NO-2003-10-01","2003-10-01","NO",703600.723805062
"NO-2004-01-01","2004-01-01","NO",757279.515603477
"NO-2004-04-01","2004-04-01","NO",733570.275513148
"NO-2004-07-01","2004-07-01","NO",677282.492515997
"NO-2004-10-01","2004-10-01","NO",672870.202736272
"NO-2005-01-01","2005-01-01","NO",684776.23156698
"NO-2005-04-01","2005-04-01","NO",670640.237755515
"NO-2005-07-01","2005-07-01","NO",664614.210173886
"NO-2005-10-01","2005-10-01","NO",644242.672422388
"NO-2006-01-01","2006-01-01","NO",634813.560714838
"NO-2006-04-01","2006-04-01","NO",613155.725061324
"NO-2006-07-01","2006-07-01","NO",614793.34573819
"NO-2006-10-01","2006-10-01","NO",637775.336263167
"NO-2007-01-01","2007-01-01","NO",616890.660032732
"NO-2007-04-01","2007-04-01","NO",594722.594634322
"NO-2007-07-01","2007-07-01","NO",606544.558083124
"NO-2007-10-01","2007-10-01","NO",614424.802472149
"NO-2008-01-01","2008-01-01","NO",561241.300155416
"NO-2008-04-01","2008-04-01","NO",543444.391573485
"NO-2008-07-01","2008-07-01","NO",520354.596073685
"NO-2008-10-01","2008-10-01","NO",511058.366008638
"NO-2009-01-01","2009-01-01","NO",472746.989741836
"NO-2009-04-01","2009-04-01","NO",434056.191349691
"NO-2009-07-01","2009-07-01","NO",420746.097249685
"NO-2009-10-01","2009-10-01","NO",408012.967352806
"NO-2010-01-01","2010-01-01","NO",445124.038849008
"NO-2010-04-01","2010-04-01","NO",404797.564126329
"NO-2010-07-01","2010-07-01","NO",328728.053041596
"NO-2010-10-01","2010-10-01","NO",389396.694133711
"NO-2011-01-01","2011-01-01","NO",382143.489647069
"NO-2011-04-01","2011-04-01","NO",362546.653937397
"NO-2011-07-01","2011-07-01","NO",396561.114851511
"NO-2011-10-01","2011-10-01","NO",390928.030999567
"NO-2012-01-01","2012-01-01","NO",442212.429000892
"NO-2012-04-01","2012-04-01","NO",443394.581226812
"NO-2012-07-01","2012-07-01","NO",399857.134696367
"NO-2012-10-01","2012-10-01","NO",418284.404965607
"NO-2013-01-01","2013-01-01","NO",419848.244363311
"NO-2013-04-01","2013-04-01","NO",437722.435393516
"NO-2013-07-01","2013-07-01","NO",463636.376958539
"NO-2013-10-01","2013-10-01","NO",458954.477122506
"NO-2014-01-01","2014-01-01","NO",474249.658697727
"NO-2014-04-01","2014-04-01","NO",496487.943960392
"NO-2014-07-01","2014-07-01","NO",510901.013805233
"NO-2014-10-01","2014-10-01","NO",548522.11342768
"NO-2015-01-01","2015-01-01","NO",545733.058214091
"NO-2015-04-01","2015-04-01","NO",565881.242819978
"NO-2015-07-01","2015-07-01","NO",605031.520034709
"NO-2015-10-01","2015-10-01","NO",586791.493129113
"NO-2016-01-01","2016-01-01","NO",615731.397686659
"NO-2016-04-01","2016-04-01","NO",605195.150001146
"NO-2016-07-01","2016-07-01","NO",589849.574602249
"NO-2016-10-01","2016-10-01","NO",666236.124701663
"NO-2017-01-01","2017-01-01","NO",690578.023826902
"NO-2017-04-01","2017-04-01","NO",727830.454122295
"NO-2017-07-01","2017-07-01","NO",762222.2176783
"NO-2017-10-01","2017-10-01","NO",773766.14118416
"NO-2018-01-01","2018-01-01","NO",795757.938636439
"NO-2018-04-01","2018-04-01","NO",817414.651287504
"NO-2018-07-01","2018-07-01","NO",850021.598731632
"NO-2018-10-01","2018-10-01","NO",876702.706266656
"NO-2019-01-01","2019-01-01","NO",888628.847208474
"NO-2019-04-01","2019-04-01","NO",910706.759745949
"NO-2019-07-01","2019-07-01","NO",926978.889390136
"PL-1999-01-01","1999-01-01","PL",-1141173.94524799
"PL-1999-04-01","1999-04-01","PL",-1103817.00390661
"PL-1999-07-01","1999-07-01","PL",-1067434.54393607
"PL-1999-10-01","1999-10-01","PL",-1030236.4584022
"PL-2000-01-01","2000-01-01","PL",-1019150.76979644
"PL-2000-04-01","2000-04-01","PL",-991074.529866155
"PL-2000-07-01","2000-07-01","PL",-970359.037811707
"PL-2000-10-01","2000-10-01","PL",-922402.319228175
"PL-2001-01-01","2001-01-01","PL",-921813.566257049
"PL-2001-04-01","2001-04-01","PL",-909553.674277987
"PL-2001-07-01","2001-07-01","PL",-885014.030096784
"PL-2001-10-01","2001-10-01","PL",-864964.945430984
"PL-2002-01-01","2002-01-01","PL",-847557.720752104
"PL-2002-04-01","2002-04-01","PL",-821905.894742292
"PL-2002-07-01","2002-07-01","PL",-793236.886077386
"PL-2002-10-01","2002-10-01","PL",-776110.058020492
"PL-2003-01-01","2003-01-01","PL",-756783.592700469
"PL-2003-04-01","2003-04-01","PL",-719546.132109076
"PL-2003-07-01","2003-07-01","PL",-692457.223249096
"PL-2003-10-01","2003-10-01","PL",-674342.21627999
"PL-2004-01-01","2004-01-01","PL",-626411.532821055
"PL-2004-04-01","2004-04-01","PL",-602858.702204139
"PL-2004-07-01","2004-07-01","PL",-593570.492179219
"PL-2004-10-01","2004-10-01","PL",-567394.964805601
"PL-2005-01-01","2005-01-01","PL",-541773.094855296
"PL-2005-04-01","2005-04-01","PL",-525938.839179844
"PL-2005-07-01","2005-07-01","PL",-490966.002837092
"PL-2005-10-01","2005-10-01","PL",-456163.472702872
"PL-2006-01-01","2006-01-01","PL",-425197.709317888
"PL-2006-04-01","2006-04-01","PL",-384809.233987289
"PL-2006-07-01","2006-07-01","PL",-351811.102938848
"PL-2006-10-01","2006-10-01","PL",-356931.809415266
"PL-2007-01-01","2007-01-01","PL",-289500.576915475
"PL-2007-04-01","2007-04-01","PL",-262408.12114093
"PL-2007-07-01","2007-07-01","PL",-228420.445119644
"PL-2007-10-01","2007-10-01","PL",-199218.091782319
"PL-2008-01-01","2008-01-01","PL",-160880.234782491
"PL-2008-04-01","2008-04-01","PL",-144029.546643549
"PL-2008-07-01","2008-07-01","PL",-138339.500522207
"PL-2008-10-01","2008-10-01","PL",-123276.410209405
"PL-2009-01-01","2009-01-01","PL",-88573.8429352443
"PL-2009-04-01","2009-04-01","PL",-76911.0540748798
"PL-2009-07-01","2009-07-01","PL",-56765.8827048149
"PL-2009-10-01","2009-10-01","PL",-11580.7745879266
"PL-2010-01-01","2010-01-01","PL",-8609.2277713874
"PL-2010-04-01","2010-04-01","PL",23743.2790395673
"PL-2010-07-01","2010-07-01","PL",56049.2956547762
"PL-2010-10-01","2010-10-01","PL",82037.7109228787
"PL-2011-01-01","2011-01-01","PL",112511.672387262
"PL-2011-04-01","2011-04-01","PL",143671.323508067
"PL-2011-07-01","2011-07-01","PL",175741.726188227
"PL-2011-10-01","2011-10-01","PL",200095.58376338
"PL-2012-01-01","2012-01-01","PL",214365.959784823
"PL-2012-04-01","2012-04-01","PL",223331.017065902
"PL-2012-07-01","2012-07-01","PL",242582.781759108
"PL-2012-10-01","2012-10-01","PL",249189.524357337
"PL-2013-01-01","2013-01-01","PL",265254.505775579
"PL-2013-04-01","2013-04-01","PL",294922.765200965
"PL-2013-07-01","2013-07-01","PL",320830.680171423
"PL-2013-10-01","2013-10-01","PL",336114.290191904
"PL-2014-01-01","2014-01-01","PL",366493.630435684
"PL-2014-04-01","2014-04-01","PL",398391.898509317
"PL-2014-07-01","2014-07-01","PL",425995.375247146
"PL-2014-10-01","2014-10-01","PL",449743.345072034
"PL-2015-01-01","2015-01-01","PL",484250.426438211
"PL-2015-04-01","2015-04-01","PL",510571.31576265
"PL-2015-07-01","2015-07-01","PL",544904.696405183
"PL-2015-10-01","2015-10-01","PL",580313.576895378
"PL-2016-01-01","2016-01-01","PL",592157.604730085
"PL-2016-04-01","2016-04-01","PL",629986.97148613
"PL-2016-07-01","2016-07-01","PL",649895.994812391
"PL-2016-10-01","2016-10-01","PL",703764.610764313
"PL-2017-01-01","2017-01-01","PL",739733.537833388
"PL-2017-04-01","2017-04-01","PL",774049.330389585
"PL-2017-07-01","2017-07-01","PL",812726.694172932
"PL-2017-10-01","2017-10-01","PL",856308.000181116
"PL-2018-01-01","2018-01-01","PL",898924.388040246
"PL-2018-04-01","2018-04-01","PL",940304.856215278
"PL-2018-07-01","2018-07-01","PL",985380.555502331
"PL-2018-10-01","2018-10-01","PL",1011512.28784231
"PL-2019-01-01","2019-01-01","PL",1057488.78747476
"PL-2019-04-01","2019-04-01","PL",1091356.26475243
"PL-2019-07-01","2019-07-01","PL",1135315.03775911
"PT-1999-01-01","1999-01-01","PT",-688559.917616939
"PT-1999-04-01","1999-04-01","PT",-669398.575798138
"PT-1999-07-01","1999-07-01","PT",-649519.380093125
"PT-1999-10-01","1999-10-01","PT",-630331.018470065
"PT-2000-01-01","2000-01-01","PT",-608531.205631709
"PT-2000-04-01","2000-04-01","PT",-591332.328989279
"PT-2000-07-01","2000-07-01","PT",-570963.420055932
"PT-2000-10-01","2000-10-01","PT",-552046.67797201
"PT-2001-01-01","2001-01-01","PT",-534956.26178435
"PT-2001-04-01","2001-04-01","PT",-515905.764296019
"PT-2001-07-01","2001-07-01","PT",-498450.913962472
"PT-2001-10-01","2001-10-01","PT",-479097.557375758
"PT-2002-01-01","2002-01-01","PT",-462069.507819683
"PT-2002-04-01","2002-04-01","PT",-446417.158947997
"PT-2002-07-01","2002-07-01","PT",-431024.474529931
"PT-2002-10-01","2002-10-01","PT",-416424.592593694
"PT-2003-01-01","2003-01-01","PT",-400674.511195098
"PT-2003-04-01","2003-04-01","PT",-386934.19976978
"PT-2003-07-01","2003-07-01","PT",-370512.970502023
"PT-2003-10-01","2003-10-01","PT",-355283.790840599
"PT-2004-01-01","2004-01-01","PT",-339501.735783892
"PT-2004-04-01","2004-04-01","PT",-324630.148237634
"PT-2004-07-01","2004-07-01","PT",-311037.269802273
"PT-2004-10-01","2004-10-01","PT",-298392.293660072
"PT-2005-01-01","2005-01-01","PT",-284276.525056021
"PT-2005-04-01","2005-04-01","PT",-271224.370910363
"PT-2005-07-01","2005-07-01","PT",-260019.862073955
"PT-2005-10-01","2005-10-01","PT",-248141.25283765
"PT-2006-01-01","2006-01-01","PT",-235454.751683892
"PT-2006-04-01","2006-04-01","PT",-222883.954311874
"PT-2006-07-01","2006-07-01","PT",-212597.166844967
"PT-2006-10-01","2006-10-01","PT",-201237.150408679
"PT-2007-01-01","2007-01-01","PT",-189649.478672436
"PT-2007-04-01","2007-04-01","PT",-179528.840918852
"PT-2007-07-01","2007-07-01","PT",-170221.520520909
"PT-2007-10-01","2007-10-01","PT",-159643.259705581
"PT-2008-01-01","2008-01-01","PT",-151464.877855756
"PT-2008-04-01","2008-04-01","PT",-144586.697101408
"PT-2008-07-01","2008-07-01","PT",-137334.306620164
"PT-2008-10-01","2008-10-01","PT",-132665.192818104
"PT-2009-01-01","2009-01-01","PT",-130545.291080307
"PT-2009-04-01","2009-04-01","PT",-124103.498662021
"PT-2009-07-01","2009-07-01","PT",-116633.387607226
"PT-2009-10-01","2009-10-01","PT",-110990.517925165
"PT-2010-01-01","2010-01-01","PT",-104328.76469265
"PT-2010-04-01","2010-04-01","PT",-98490.693525946
"PT-2010-07-01","2010-07-01","PT",-93836.7324258252
"PT-2010-10-01","2010-10-01","PT",-90024.176538077
"PT-2011-01-01","2011-01-01","PT",-87385.1948937499
"PT-2011-04-01","2011-04-01","PT",-84654.3711293407
"PT-2011-07-01","2011-07-01","PT",-82869.5842934849
"PT-2011-10-01","2011-10-01","PT",-82621.6511697567
"PT-2012-01-01","2012-01-01","PT",-81026.1169287742
"PT-2012-04-01","2012-04-01","PT",-81115.9927192648
"PT-2012-07-01","2012-07-01","PT",-81100.154689284
"PT-2012-10-01","2012-10-01","PT",-82113.4885881975
"PT-2013-01-01","2013-01-01","PT",-80056.4671538495
"PT-2013-04-01","2013-04-01","PT",-77701.7177033258
"PT-2013-07-01","2013-07-01","PT",-77111.7684227875
"PT-2013-10-01","2013-10-01","PT",-74713.1995229324
"PT-2014-01-01","2014-01-01","PT",-75489.7675130678
"PT-2014-04-01","2014-04-01","PT",-74863.8539593458
"PT-2014-07-01","2014-07-01","PT",-74876.0517706955
"PT-2014-10-01","2014-10-01","PT",-73908.291864268
"PT-2015-01-01","2015-01-01","PT",-73426.6005393465
"PT-2015-04-01","2015-04-01","PT",-73738.6039241414
"PT-2015-07-01","2015-07-01","PT",-74563.1394856105
"PT-2015-10-01","2015-10-01","PT",-74947.2071750574
"PT-2016-01-01","2016-01-01","PT",-75544.9021799791
"PT-2016-04-01","2016-04-01","PT",-76582.4008359118
"PT-2016-07-01","2016-07-01","PT",-76265.3616221087
"PT-2016-10-01","2016-10-01","PT",-76528.2908727727
"PT-2017-01-01","2017-01-01","PT",-76404.8506287509
"PT-2017-04-01","2017-04-01","PT",-77697.3433851367
"PT-2017-07-01","2017-07-01","PT",-78692.9161769876
"PT-2017-10-01","2017-10-01","PT",-79643.8144908564
"PT-2018-01-01","2018-01-01","PT",-81175.5999270815
"PT-2018-04-01","2018-04-01","PT",-82364.9278474676
"PT-2018-07-01","2018-07-01","PT",-84329.5489318137
"PT-2018-10-01","2018-10-01","PT",-86286.4731586029
"PT-2019-01-01","2019-01-01","PT",-87963.0983714279
"PT-2019-04-01","2019-04-01","PT",-89685.0313657083
"PT-2019-07-01","2019-07-01","PT",-91942.353640111
"RO-1999-01-01","1999-01-01","RO",55465.4531443852
"RO-1999-04-01","1999-04-01","RO",51678.3466994397
"RO-1999-07-01","1999-07-01","RO",52549.3661512115
"RO-1999-10-01","1999-10-01","RO",52757.6968419851
"RO-2000-01-01","2000-01-01","RO",53404.8907716368
"RO-2000-04-01","2000-04-01","RO",55509.2513317959
"RO-2000-07-01","2000-07-01","RO",47453.4757238587
"RO-2000-10-01","2000-10-01","RO",47201.0158531305
"RO-2001-01-01","2001-01-01","RO",53768.0565751828
"RO-2001-04-01","2001-04-01","RO",54717.8736950571
"RO-2001-07-01","2001-07-01","RO",59610.1015916361
